name,image,hangul,romanization,katakana,origin,genres,debut,disbanded,years_active,label,associated,members_current,members_former,website,sns,fandom,colors,related,other_names,group_name,link,type,gender,youtube_data,youtube_subscribers,youtube_videos,sns_parsed,youtube_link
BADVILLAIN,https://static.wikia.nocookie.net/kpop/images/7/74/BADVILLAIN_The_Last_Christmas_group_concept_photo.webp/revision/latest/scale-to-width-down/350?cb=20241205153936,배드빌런,,バドビライン,"Seoul, South Korea",,"June 3, 2024",,2024–present,BPM Entertainment,,"['Emma', 'Chloe Young', ""HU'E"", 'INA', 'YunSeo', 'Vin', 'Kelly']",[],[],"['http://cafe.daum.net/BADVILLAIN', 'https://www.instagram.com/BADVILLAIN_BPM/', 'https://www.tiktok.com/@BADVILLAIN_BPM', 'https://twitter.com/BADVILLAIN_BPM', 'https://www.youtube.com/@BADVILLAIN_BPM']",,,BADVILLAIN Wiki,BV,BADVILLAIN,https://kpop.fandom.com/wiki/BADVILLAIN,group,female,"{'subscribers': 138000, 'top_videos': []}",138000.0,[],"['http://cafe.daum.net/BADVILLAIN', 'https://www.instagram.com/BADVILLAIN_BPM/', 'https://www.tiktok.com/@BADVILLAIN_BPM', 'https://twitter.com/BADVILLAIN_BPM', 'https://www.youtube.com/@BADVILLAIN_BPM']",https://www.youtube.com/@BADVILLAIN_BPM
Bambino,https://static.wikia.nocookie.net/kpop/images/2/27/Bambino_Moonlight_Shower_group_photo.png/revision/latest/scale-to-width-down/350?cb=20160822041300,,,,South Korea,"Pop, dance","June 23, 2015","June 5, 2017 (initial)","2014–2017, 2022",JS Entertainment,,"['Seeun', 'Eunchae', 'Eun A', 'Nina']","['Eun Sol', 'Hadam', 'Dahee', 'Minhee', 'Seo A']",[],[],,,,,Bambino,https://kpop.fandom.com/wiki/Bambino,group,female,"{'subscribers': 0, 'top_videos': []}",0.0,[],[],
BarbieD,https://static.wikia.nocookie.net/kpop/images/4/40/Kiwi_Band_M_2017_profile_photo_1.png/revision/latest/scale-to-width-down/350?cb=20220701195516,바비디,,,South Korea,"Pop-rock, EDM","December 12, 2014",c. late 2018,2014–2018,Star Road Entertainment (2017–2018) CMG Chorok Stars (2014–2017),Kiwi,[],"['Woo-U', 'Saebin', 'Bella', 'Kally', 'Sullin', 'Jenny', 'Gayeon', 'Saera', 'Hyesung', 'Eunbyeol', 'Keen', 'Jisoo', 'JD', 'Jiyeon', 'Ruby', 'Ellie', 'Sieun', 'Danwoo']",[],"['https://twitter.com/kiwibandM', 'https://www.youtube.com/channel/UCnLmZHX4nxVNmxwgHo9pTtA']",KIST (2014-?),Kiwi Green Gold,,Kiwi Band M (키위밴드M) (2017–2018) Kiwi Band (키위밴드) (2014–2017),BarbieD,https://kpop.fandom.com/wiki/BarbieD,group,female,"{'subscribers': 0, 'top_videos': []}",0.0,[],"['https://twitter.com/kiwibandM', 'https://www.youtube.com/channel/UCnLmZHX4nxVNmxwgHo9pTtA']",https://www.youtube.com/channel/UCnLmZHX4nxVNmxwgHo9pTtA
Bay.B,https://static.wikia.nocookie.net/kpop/images/3/31/Bay.B_Come_To_Mind_group_photo.png/revision/latest/scale-to-width-down/350?cb=20160201072956,,,,"Seoul, South Korea","Ballad, pop","May 15, 2014",c. 2016,2014–2016,CAN Entertainment,,[],"['Miho', 'Seola', 'Miel']",[],"['http://cafe.daum.net/BayB', 'https://www.facebook.com/BayBofficial', 'https://twitter.com/BayBofficial']",,,,,Bay.B,https://kpop.fandom.com/wiki/Bay.B,group,female,"{'subscribers': 0, 'top_videos': []}",0.0,[],"['http://cafe.daum.net/BayB', 'https://www.facebook.com/BayBofficial', 'https://twitter.com/BayBofficial']",
BB GIRLS,https://static.wikia.nocookie.net/kpop/images/6/66/BB_GIRLS_Love_2_group_concept_photo_1.webp/revision/latest/scale-to-width-down/333?cb=20250109165222,브브걸,,ブブゴル,"Seoul, South Korea",Pop,"April 8, 2011",,2011–2014 2016–present,BBGIRLS Company (2024–present) GLG (2024–present) Warner Music Korea (2023–2024) Brave Entertainment (2011–2023),Brave Brothers Queendom 2,"['Minyoung', 'Eunji', 'Yuna']","['Eunyoung', 'Seoah', 'Yejin', 'Youjoung', 'Yujin', 'Hyeran', 'Hayun']",['https://bbgirls.bstage.in/'],"['https://www.facebook.com/weare.bbgirls', 'https://www.instagram.com/weare_bbgirls/', 'https://www.threads.net/weare_bbgirls/', 'https://www.tiktok.com/@weare_bbgirls', 'https://twitter.com/weare_bbgirls', 'https://www.youtube.com/channel/UCy3LUnp2XlCR4DSZm7gA75w']",BBee (쁘이) Fearless (피어레스) (Brave Girls),,BBGIRLS Wiki,Brave Girls (브레이브걸스) (2011–2023),BB GIRLS,https://kpop.fandom.com/wiki/BB_GIRLS,group,female,"{'subscribers': 124000, 'top_videos': []}",124000.0,[],"['https://www.facebook.com/weare.bbgirls', 'https://www.instagram.com/weare_bbgirls/', 'https://www.threads.net/weare_bbgirls/', 'https://www.tiktok.com/@weare_bbgirls', 'https://twitter.com/weare_bbgirls', 'https://www.youtube.com/channel/UCy3LUnp2XlCR4DSZm7gA75w']",https://www.youtube.com/channel/UCy3LUnp2XlCR4DSZm7gA75w
BBAHN,https://static.wikia.nocookie.net/kpop/images/d/db/Americano_BBahn_I_Miss_You_promotional.png/revision/latest/scale-to-width-down/350?cb=20250213145217,비비안,Vivian,,,Ballad,"February 11, 2011",,2011-present,Winner J,,['Americano'],"['Bling Bling', 'Yoo Seongeun']",[],[],,,,,BBAHN,https://kpop.fandom.com/wiki/BBAHN,group,female,"{'subscribers': 0, 'top_videos': []}",0.0,[],[],
BBde Girl,https://static.wikia.nocookie.net/kpop/images/a/a8/BBde_Girl_Halo_promotional_photo_01.png/revision/latest/scale-to-width-down/350?cb=20240915013218,비비드 걸,,,South Korea,"Dance, pop","September 20, 2012",c. Late 2014,2012–2014,Big Star Entertainment,,[],"['Son Hana', 'Li-V', 'Christine', 'E-Sea', 'Lyulin', 'Nanah']",[],['https://www.youtube.com/channel/BBdEGirl'],Prince/Princess XOX,Sky Blue & Hot Pink,,,BBde Girl,https://kpop.fandom.com/wiki/BBde_Girl,group,female,"{'subscribers': 0, 'top_videos': []}",0.0,[],['https://www.youtube.com/channel/BBdEGirl'],https://www.youtube.com/channel/BBdEGirl
BBURECTOR,https://static.wikia.nocookie.net/kpop/images/f/f9/BBURECTOR_profile_photo_and_Ice_Cream_cover.png/revision/latest/scale-to-width-down/350?cb=20210409193746,뿌렉터,,,South Korea,"Dance, pop","June 28, 2018",c. 2018,2018,BBU Entertainment,,"['Bbujju', 'Yejin', 'Siyeon']",[],[],[],,,,,BBURECTOR,https://kpop.fandom.com/wiki/BBURECTOR,group,female,"{'subscribers': 0, 'top_videos': []}",0.0,[],[],
Beauty Box,https://static.wikia.nocookie.net/kpop/images/1/13/Beauty_Box_B-TURN_group_concept_photo_%283%29.png/revision/latest/scale-to-width-down/350?cb=20240710065955,뷰티박스,Byutibakseu ( RR ) Pyut'ipaksŭ ( MR ),ビューティーボックス,"Seoul, South Korea",,"September 23, 2021",,2021–present,BY-U Entertainment (2021–present),,['Via'],"['Rina', 'Anh', 'Chaeeun', 'Sori', 'Gahyun', 'Sara', 'Jerin']",['https://beautyboxfan.com/'],"['https://www.facebook.com/Beauty-Box-100321302317508', 'https://www.instagram.com/bb_byuofficial/', 'https://cafe.naver.com/beautybox2021', 'https://www.tiktok.com/@bb_byuofficial', 'https://twitter.com/bbyuofficial', 'https://www.youtube.com/channel/UCw23FIL7lSQk_GmSEajZIfA', 'https://twitter.com/BB_jp_official', 'https://www.weibo.com/BeautyBoxOfficial']",WIBBON (위본),,,BB BEAUTYBOX,Beauty Box,https://kpop.fandom.com/wiki/Beauty_Box,group,female,"{'subscribers': 95200, 'top_videos': []}",95200.0,[],"['https://www.facebook.com/Beauty-Box-100321302317508', 'https://www.instagram.com/bb_byuofficial/', 'https://cafe.naver.com/beautybox2021', 'https://www.tiktok.com/@bb_byuofficial', 'https://twitter.com/bbyuofficial', 'https://www.youtube.com/channel/UCw23FIL7lSQk_GmSEajZIfA', 'https://twitter.com/BB_jp_official', 'https://www.weibo.com/BeautyBoxOfficial']",https://www.youtube.com/channel/UCw23FIL7lSQk_GmSEajZIfA
BeBe Mignon,https://static.wikia.nocookie.net/kpop/images/4/45/BeBe_Mignon_The_YWHO_Voice_1_group_promo_photo.png/revision/latest/scale-to-width-down/350?cb=20240921090330,베베미뇽,,,South Korea,"Ballad, dance","September 6, 2010",c. December 2011,2010–2011,YWHO Golden Bridge (2010-2011) Happyface Entertainment (2011) Goldenbridge (2010),,[],"['Hae Geum', 'Ben', 'Gaeul']",[],[],,,,,BeBe Mignon,https://kpop.fandom.com/wiki/BeBe_Mignon,group,female,"{'subscribers': 0, 'top_videos': []}",0.0,[],[],
BEBE6,https://static.wikia.nocookie.net/kpop/images/6/6c/BEBE6_Blue_Some_promotional_picture.png/revision/latest/scale-to-width-down/350?cb=20190729125214,,,,"Seoul, South Korea",Pop,"August 10, 2017",c. February 2020,2017–2020,K12 Company,,[],"['Rena', 'Bom A', 'Lia', 'Sun Su', 'Yoon Soul', 'A Rin', 'Hye Rin']",['https://www.k12company.com/bebe6'],"['https://www.facebook.com/BeBe6.k12', 'https://www.instagram.com/bebe6_official/', 'https://www.youtube.com/channel/UCfzcv--TOVYUJF87o5fyB8g']",,,,,BEBE6,https://kpop.fandom.com/wiki/BEBE6,group,female,"{'subscribers': 2050, 'top_videos': []}",2050.0,[],"['https://www.facebook.com/BeBe6.k12', 'https://www.instagram.com/bebe6_official/', 'https://www.youtube.com/channel/UCfzcv--TOVYUJF87o5fyB8g']",https://www.youtube.com/channel/UCfzcv--TOVYUJF87o5fyB8g
BEBEHEAL,https://static.wikia.nocookie.net/kpop/images/f/f9/BEBEHEAL_Coke_Bottle_promo_photo_1.png/revision/latest/scale-to-width-down/350?cb=20231225192747,베베헬,,,South Korea,Dance,"September 28, 2016",c. 2018,2016–2018,Parksal Company Bodan Works,,[],"['JungHwa', 'Lyn', 'RaHee', 'Ayumu']",[],['https://www.facebook.com/bebeheal'],,,,BEBEHE(A)L Bebe HE(A)L,BEBEHEAL,https://kpop.fandom.com/wiki/BEBEHEAL,group,female,"{'subscribers': 0, 'top_videos': []}",0.0,[],['https://www.facebook.com/bebeheal'],
Bebez,,베베즈,,,South Korea,,,c. late 2023,2021–2023,BlockBerryCreative,,[],"['Choi Yeyoung', 'Ryu Sion', 'Yu Dahyun', 'Choi Hayoung', 'Yeon Seungju', 'Joung Min']",[],"['https://www.instagram.com/blockberry_bebez/', 'https://www.tiktok.com/@bbc_bebez']",,,Bebez Wiki,Blockberry_bebez GGolmulz (꼬물즈),Bebez,https://kpop.fandom.com/wiki/Bebez,group,female,"{'subscribers': 0, 'top_videos': []}",0.0,[],"['https://www.instagram.com/blockberry_bebez/', 'https://www.tiktok.com/@bbc_bebez']",
Bella,https://static.wikia.nocookie.net/kpop/images/7/78/Bella_Get_Down_promotional.webp/revision/latest/scale-to-width-down/333?cb=20230830080935,벨라,,,South Korea,"Dance, ballad","March 16, 2011",c. 2013,2011-2013,TH E&M,,[],"['Kani', 'Lucy', 'Miuu']",[],[],,,,,Bella (group),https://kpop.fandom.com/wiki/Bella_(group),group,female,"{'subscribers': 0, 'top_videos': []}",0.0,[],[],
BELLA4,https://static.wikia.nocookie.net/kpop/images/1/10/BELLA4_predebut_photo.png/revision/latest/scale-to-width-down/350?cb=20190212170412,벨라포 원피스,,,,,,2015,2014–2015,Happyface Entertainment (2014-2015),,[],"['Boreum', 'Hyunah', 'Wonji', 'Hyojung']",[],[],,,,One Piece,BELLA4,https://kpop.fandom.com/wiki/BELLA4,group,female,"{'subscribers': 0, 'top_videos': []}",0.0,[],[],
BellaMafia,,,,,"Seoul, South Korea","Rock, metal, ballad","January 13, 2008",c. 2009,2005–2009,Sound Holic,,[],"['Lee Wonyoung', 'Hyun Jyuni', 'Song Eunhwa', 'Kim Sujin', 'Lee Jinju']",[],[],,,,,BellaMafia,https://kpop.fandom.com/wiki/BellaMafia,group,female,"{'subscribers': 0, 'top_videos': []}",0.0,[],[],
Berry Chu,https://static.wikia.nocookie.net/kpop/images/5/57/Berry_Chu_Hey_Stranger_Promotional_Photo.png/revision/latest/scale-to-width-down/350?cb=20180604162109,베리츄,,,"Seoul, South Korea",Pop,"March 27, 2017",c. late 2017,2017,Gyeolhwa Entertainment,,[],"['Seo Jinah', 'Park Soyou', 'Kim Hayul', 'Han Jieun', 'Heo Yunmi', 'Kim Haum']",[],[],,,,,Berry Chu,https://kpop.fandom.com/wiki/Berry_Chu,group,female,"{'subscribers': 0, 'top_videos': []}",0.0,[],[],
Berry Good,https://static.wikia.nocookie.net/kpop/images/7/75/Berry_Good_Accio_concept_photo_2.png/revision/latest/scale-to-width-down/350?cb=20230210140052,베리굿,,ベリーグッド,"Seoul, South Korea",Dance pop,"May 22, 2014","May 12, 2021",2014–2021,JTG Entertainment,Berry Good HEART HEART,[],"['Subin', 'Iera', 'Taeha', 'Johyun', 'Nayeon', 'Seoyul', 'Daye', 'Sehyung', 'Gowoon']",[],"['http://cafe.daum.net/BerryGood', 'https://www.facebook.com/berrygoodofficial', 'https://www.instagram.com/berrygood_official/', 'https://www.tiktok.com/@berrygood_official', 'https://twitter.com/berrygood2014', 'https://www.youtube.com/@berrygoodofficial906']",Very Berry (베리베리),,,BerryGood,Berry Good,https://kpop.fandom.com/wiki/Berry_Good,group,female,"{'subscribers': 88100, 'top_videos': []}",88100.0,[],"['http://cafe.daum.net/BerryGood', 'https://www.facebook.com/berrygoodofficial', 'https://www.instagram.com/berrygood_official/', 'https://www.tiktok.com/@berrygood_official', 'https://twitter.com/berrygood2014', 'https://www.youtube.com/@berrygoodofficial906']",https://www.youtube.com/@berrygoodofficial906
Berryz,https://static.wikia.nocookie.net/kpop/images/a/a2/Berryz_group_profile_photo_%281%29.png/revision/latest/scale-to-width-down/350?cb=20230613170022,베리즈,,,South Korea,,,c. August 2023,2023,Unrevealed,,[],"['Soeun', 'Ara', 'Byeoljji', 'Jinhee']",[],"['https://www.instagram.com/berryz_official/', 'https://www.tiktok.com/@berryz777', 'https://www.youtube.com/@BERRYZ1004']",,,,,Berryz,https://kpop.fandom.com/wiki/Berryz,group,female,"{'subscribers': 0, 'top_videos': []}",0.0,[],"['https://www.instagram.com/berryz_official/', 'https://www.tiktok.com/@berryz777', 'https://www.youtube.com/@BERRYZ1004']",https://www.youtube.com/@BERRYZ1004
BESTie,https://static.wikia.nocookie.net/kpop/images/6/6d/BESTie_Love_Emotion_group_photo_%282%29.png/revision/latest/scale-to-width-down/350?cb=20200331184134,베스티,,,"Seoul, South Korea",Pop,"July 11, 2013",c. 2018,2013–2018,YNB Entertainment,,[],"['Hyeyeon', 'U.Ji', 'Dahye', 'Haeryung']",[],"['http://cafe.daum.net/BESTie', 'https://www.facebook.com/bestiestory', 'https://twitter.com/officialbestie', 'https://www.weibo.com/BESTieOfficial']",BESTiny,,,,BESTie,https://kpop.fandom.com/wiki/BESTie,group,female,"{'subscribers': 0, 'top_videos': []}",0.0,[],"['http://cafe.daum.net/BESTie', 'https://www.facebook.com/bestiestory', 'https://twitter.com/officialbestie', 'https://www.weibo.com/BESTieOfficial']",
BEWAVE,https://static.wikia.nocookie.net/kpop/images/e/e0/BEWAVE_Be_Your_Wave_group_concept_photo_1.png/revision/latest/scale-to-width-down/350?cb=20240925231659,비웨이브,,,"Seoul, South Korea",,"April 17, 2024",,2024–present,GOLDDUST Entertainment,,"['Yunseul', 'Jiun', 'Lena', 'Zena', 'Ain', 'Gowoon']",[],[],"['https://www.facebook.com/61556183173894', 'https://www.instagram.com/bewave_offcl/', 'https://www.tiktok.com/@bewave_official', 'https://twitter.com/BEWAVE_official', 'https://www.youtube.com/@BEWAVE_official', 'https://www.weibo.com/7901670875']",LU (엘유) [1],,,,BEWAVE,https://kpop.fandom.com/wiki/BEWAVE,group,female,"{'subscribers': 226000, 'top_videos': []}",226000.0,[],"['https://www.facebook.com/61556183173894', 'https://www.instagram.com/bewave_offcl/', 'https://www.tiktok.com/@bewave_official', 'https://twitter.com/BEWAVE_official', 'https://www.youtube.com/@BEWAVE_official', 'https://www.weibo.com/7901670875']",https://www.youtube.com/@BEWAVE_official
BGH4,https://static.wikia.nocookie.net/kpop/images/a/a2/BGH4_My_Daily_2006_interview_photo_1.png/revision/latest?cb=20230315212313,비지에이치포,,,,"Ballad, R&B","September 8, 2006",c. 2008,2005–2008 • 2022–present,Berry Good Entertainment (2006–2008),H7美人 Gavy NJ,"['Heesun', 'Misty', 'Euiju', 'Bora']",[],[],['http://cafe.daum.net/LoveBGH4'],,,,,BGH4,https://kpop.fandom.com/wiki/BGH4,group,female,"{'subscribers': 0, 'top_videos': []}",0.0,[],['http://cafe.daum.net/LoveBGH4'],
Big Mama,https://static.wikia.nocookie.net/kpop/images/f/f2/Big_Mama_2021_profile_photo.png/revision/latest/scale-to-width-down/350?cb=20210624163843,빅마마,,,South Korea,"R&B, soul, ballad, dance","February 6, 2003","December 27, 2012",2003–2012; 2021–present,Kakao Entertainment (2021–present) Taillrun's Media (2010–2012) Manwalldang Music Entertainment (2007) YG Entertainment (2005–2007) M.Boat Entertainment (2003–2004),,"['Shin Yeon Ah', 'Lee Young Hyun', 'Lee Ji Young', 'Park Min Hye']",[],['https://static.wikia.nocookie.net/kpop/images/b/b0/Website_Icon.png/revision/latest?cb=20230315073045'],"['http://cafe.daum.net/mamadoongji', 'https://twitter.com/Bigmama_again']",,,,,Big Mama,https://kpop.fandom.com/wiki/Big_Mama,group,female,"{'subscribers': 0, 'top_videos': []}",0.0,[],"['http://cafe.daum.net/mamadoongji', 'https://twitter.com/Bigmama_again']",
BIKINY,https://static.wikia.nocookie.net/kpop/images/b/bd/BIKINY_2015_profile_photo.png/revision/latest/scale-to-width-down/350?cb=20240714033808,비키니,,,South Korea,"Dance, pop","June 14, 2012",c. 2015,2012-2015,Star Factory,,[],"['Jaein', 'Haei', 'Mizi', 'Yoa', 'Lala', 'Dami', 'Youji', 'UZ', 'Bonny', 'Lee.I', 'Shin.B']",[],"['http://cafe.daum.net/model4u', 'https://www.facebook.com/bikinylove']",,,,Girlfriend (걸프렌드),BIKINY,https://kpop.fandom.com/wiki/BIKINY,group,female,"{'subscribers': 0, 'top_videos': []}",0.0,[],"['http://cafe.daum.net/model4u', 'https://www.facebook.com/bikinylove']",
Billion,https://static.wikia.nocookie.net/kpop/images/e/e3/Billion_Dancing_Alone_promo_photo.png/revision/latest/scale-to-width-down/350?cb=20240530135523,빌리언,,,"Seoul, South Korea",,"March 27, 2014","June 20, 2017",2014-2017,Move Entertainment,,[],"['Kiryun', 'Ray', 'Songyi', 'Betty', 'Janet', 'Seulgi']",[],"['http://cafe.daum.net/Billion-', 'https://www.facebook.com/billion0320', 'https://www.instagram.com/Billion320/', 'https://twitter.com/Billion0320', 'https://www.youtube.com/@빌리언']",Lovelyan,,,,Billion,https://kpop.fandom.com/wiki/Billion,group,female,"{'subscribers': 289, 'top_videos': []}",289.0,[],"['http://cafe.daum.net/Billion-', 'https://www.facebook.com/billion0320', 'https://www.instagram.com/Billion320/', 'https://twitter.com/Billion0320', 'https://www.youtube.com/@빌리언']",https://www.youtube.com/@빌리언
Billlie,https://static.wikia.nocookie.net/kpop/images/a/ac/Billlie_Appendix_Of_All_We_Have_Lost_group_concept_photo_1.png/revision/latest/scale-to-width-down/350?cb=20241003153452,빌리,,ビリー,"Seoul, South Korea",,"November 10, 2021 (South Korea) May 17, 2023 (Japan)",,2020–present,MYSTIC STORY (South Korea) Victor Entertainment (Japan),,"['Moon Sua', 'Suhyeon', 'Haram', 'Tsuki', 'Sheon', 'Siyoon', 'Haruna']",[],['https://billlie.jp/'],"['http://cafe.daum.net/Billlie', 'https://www.facebook.com/Billlie.official', 'https://www.instagram.com/billlie.official/', 'https://www.tiktok.com/@billlie.official', 'https://twitter.com/Billlieofficial', 'https://www.weverse.io/billlie/artistpedia', 'https://www.youtube.com/channel/UCyc9sUCxELTDK9vELO5Fzeg', 'https://twitter.com/Billlie_JP']",Belllie've (빌리브),Mystic Blue Mystic Violet,Billlie Wiki,MYSTIC Rookies (pre-debut),Billlie,https://kpop.fandom.com/wiki/Billlie,group,female,"{'subscribers': 718000, 'top_videos': []}",718000.0,[],"['http://cafe.daum.net/Billlie', 'https://www.facebook.com/Billlie.official', 'https://www.instagram.com/billlie.official/', 'https://www.tiktok.com/@billlie.official', 'https://twitter.com/Billlieofficial', 'https://www.weverse.io/billlie/artistpedia', 'https://www.youtube.com/channel/UCyc9sUCxELTDK9vELO5Fzeg', 'https://twitter.com/Billlie_JP']",https://www.youtube.com/channel/UCyc9sUCxELTDK9vELO5Fzeg
Birthday,https://static.wikia.nocookie.net/kpop/images/6/64/Birthday_group_logo.png/revision/latest/scale-to-width-down/350?cb=20220818110142,,,,South Korea,,,c. June 2021,2019–2021,NS Entertainment,,[],"['Hyeyeon', 'Xiyoung', 'Chaeeun', 'Zizi']",[],"['https://www.tiktok.com/@birthday_official', 'https://www.instagram.com/birthday__official/']",,,,Crescendo (크레센도),Birthday (group),https://kpop.fandom.com/wiki/Birthday_(group),group,female,"{'subscribers': 0, 'top_videos': []}",0.0,[],"['https://www.tiktok.com/@birthday_official', 'https://www.instagram.com/birthday__official/']",
Biscuit Girls,,비스킷 걸스,,,"Gangnam, Seoul, South Korea",,,,2022–present,Biscuit Entertainment,HAWW,['Cho Kyungyeon'],"['Seo Siyeon', 'Jang Subin', 'Yu Doyeon']",[],[],,,,,Biscuit Girls,https://kpop.fandom.com/wiki/Biscuit_Girls,group,female,"{'subscribers': 0, 'top_videos': []}",0.0,[],[],
Black Bunny,https://static.wikia.nocookie.net/kpop/images/f/fa/Black_Bunny_Oh%21_My_God_group_promo_photo.png/revision/latest/scale-to-width-down/350?cb=20190613072816,,,,South Korea,"Pop, dance","June 3, 2019",c. July 2020,2019–2020,LA Entertainment,,[],"['Yeri', 'Hana', 'Sua', 'Mimi']",[],"['https://www.facebook.com/blackbunny00', 'https://www.youtube.com/channel/UCw0uT78s6mzRWVY7JYEeeKA']",,,,,Black Bunny,https://kpop.fandom.com/wiki/Black_Bunny,group,female,"{'subscribers': 4780, 'top_videos': []}",4780.0,[],"['https://www.facebook.com/blackbunny00', 'https://www.youtube.com/channel/UCw0uT78s6mzRWVY7JYEeeKA']",https://www.youtube.com/channel/UCw0uT78s6mzRWVY7JYEeeKA
